,White,Black,WhiteELO,BlackELO,Date,Event,Result,Opening,Rounds
232,"Wang, Hao","Vedmediuc, Serghei",2680,2456,2016.11.26,,1/2-1/2,E00,8.2
233,"Vitiugov, Nikita","Wang, Hao",2722,2724,2010.08.11,rapid,0-1,A00,2
234,"Wang, Hao","Wan, Yunguo",2710,2472,2015.05.29,tourn,1-0,C77,11
235,"Xu, Zhihang","Wang, Hao",,,????.??.??,,0-1,,1.3
236,"Mamedyarov, Shakhriyar","Wang, Hao",2743,2729,2014.06.19,swiss (blitz),1-0,D11,10
237,"Lysyj, Igor","Wang, Hao",2691,2713,2015.06.05,,1/2-1/2,D36,6.5
238,"Jun, Zhao","Wang, Hao",2636,2725,2019.08.06,,0-1,B31,9
239,"Wojtaszek, Radoslaw","Wang, Hao",2727,2717,2016.02.29,tourn (blitz),0-1,D36,15
240,"Leko, Peter","Wang, Hao",2737,2752,2013.08.01,tourn,1/2-1/2,C11,6
241,"Wang, Hao","Du, Shan",2605,2399,2006.04.06,team-tourn,1-0,B09,3
242,"Moiseenko, Alexander","Wang, Hao",2618,2226,2003.07.27,schev,1-0,A45,5
243,"Wang, Hao","Gulevich, Artem",2211,2306,2002.03.29,swiss,1-0,B42,2
244,"Wang, Hao","Shakirov, A.",2724,2749,2010.09.07,,0-1,,5
245,"Anand, Viswanathan","Wang, Hao",2758,2770,2017.12.27,swiss (rapid),1/2-1/2,C67,10.3
246,"Wang, Hao","Dominguez Perez, Leinier",2747,2757,2013.09.30,tourn,1/2-1/2,E05,8
247,"Wang, Hao","Moiseenko, Alexander",2226,2618,2003.08.01,schev,0-1,B30,10
248,"Korobov, Anton","Wang, Hao",2652,2709,2017.12.30,swiss (blitz),1/2-1/2,D37,17
249,"Wang, Hao","Dominguez Perez, Leinier",2737,2726,2012.11.23,tourn,1/2-1/2,D90,2
250,"Wang, Hao","Nisipeanu, Liviu Dieter",2733,2674,2013.10.14,tourn,1/2-1/2,C42,8
251,"Bu, Xiangzhi","Wang, Hao",2729,2735,2019.05.14,rapid,1-0,D37,4.7
252,"Wang, Hao","Tang, Charlie",2275,2274,2003.01.06,swiss,1-0,B76,6.1
253,"Wang, Yue","Wang, Hao",2698,2665,2008.03.10,swiss,1/2-1/2,D12,8
254,"Sepp, Olav","Wang, Hao",2448,2696,2008.10.13,k.o. (blitz),0-1,B25,8
255,"Wang, Hao","Karjakin, Sergey",2743,2786,2013.02.16,k.o. (rapid),0-1,C45,2.2
256,"Grischuk, Alexander","Wang, Hao",2752,2736,2011.12.10,swiss (rapid),0-1,B63,4
257,"Ivanchuk, Vassily","Wang, Hao",2733,2752,2013.07.04,tourn,1/2-1/2,D27,1
258,"Wang, Hao","Dimitrov Georgiev, Kiril",2709,2623,2017.12.29,blitz,1-0,C65,3.20
259,"Wang, Hao","Kraai, Jesse",2696,2502,2008.10.15,k.o. (rapid),1-0,C11,3
260,"Wang, Hao","Adly, Ahmed",2643,2494,2007.10.12,,1-0,B92,9.1
261,"Wang, Hao","Asrian, Karen",2624,2608,2007.07.09,,1/2-1/2,B12,5
262,"Hracek, Zbynek","Wang, Hao",2636,2733,2013.10.25,team-swiss,0-1,D39,6.5
263,"Wang, Hao","Wang, Rui",2519,2474,2005.10.25,,1-0,B07,1
264,"Wang, Hao","Giri, Anish",2735,2734,2013.12.16,tourn (blitz),0-1,E60,30
265,"Matlakov, Maxim","Wang, Hao",2701,2725,2019.07.27,,1/2-1/2,E06,11.4
266,"Wang, Hao","Vanderbeeken, Mikael",2718,2700,2011.07.19,game,1/2-1/2,B97,3
267,"Wang, Hao","Lenier, Dominguez",2725,2760,2019.09.18,,1/2-1/2,A08,3
268,"Wang, Hao","Pham, Le Thao Nguyen",2063,2304,2008.11.15,,0-1,B26,3
269,"Wang, Hao","Svidler, Peter",2691,2738,2008.09.21,schev,1/2-1/2,B42,4
270,"Yakubboev, Nodirbek","Wang, Hao",2556,2730,2018.12.15,,0-1,E62,6.3
271,"Wang, Hao","Sanikidze, Tornike",2519,2411,2005.11.16,,1-0,B19,7
272,"Fier, Alexandr","Wang, Hao",2561,2714,2019.02.20,swiss,1/2-1/2,B19,1
273,"Mu, Ke","Wang, Hao",,,????.??.??,,1/2-1/2,,20.3
